Unnamed: 0,fighter_a_name,fighter_b_name,fighter_a_record,fighter_a_height,fighter_a_weight,fighter_a_reach,fighter_a_stance,fighter_a_dob,fighter_b_record,fighter_b_height,fighter_b_weight,fighter_b_reach,fighter_b_stance,fighter_b_dob,date,location,weight_class,victory_method,final_round,finish_time,number_of_rounds,winner,fighter_a_kd,fighter_b_kd,fighter_a_sig_str_landed,fighter_a_sig_str_attempted,fighter_b_sig_str_landed,fighter_b_sig_str_attempted,fighter_a_sig_str_pct,fighter_b_sig_str_pct,fighter_a_total_str_landed,fighter_a_total_str_attempted,fighter_b_total_str_landed,fighter_b_total_str_attempted,fighter_a_td_landed,fighter_a_td_attempted,fighter_b_td_landed,fighter_b_td_attempted,fighter_a_td_pct,fighter_b_td_pct,fighter_a_sub_att,fighter_b_sub_att,fighter_a_rev,fighter_b_rev,fighter_a_ctrl_seconds,fighter_b_ctrl_seconds,fighter_a_kd_01,fighter_b_kd_01,fighter_a_sig_str_landed_01,fighter_a_sig_str_attempted_01,fighter_b_sig_str_landed_01,fighter_b_sig_str_attempted_01,fighter_a_sig_str_pct_01,fighter_b_sig_str_pct_01,fighter_a_total_str_landed_01,fighter_a_total_str_attempted_01,fighter_b_total_str_landed_01,fighter_b_total_str_attempted_01,fighter_a_td_landed_01,fighter_a_td_attempted_01,fighter_b_td_landed_01,fighter_b_td_attempted_01,fighter_a_td_pct_01,fighter_b_td_pct_01,fighter_a_sub_att_01,fighter_b_sub_att_01,fighter_a_rev_01,fighter_b_rev_01,fighter_a_ctrl_seconds_01,fighter_b_ctrl_seconds_01,fighter_a_kd_02,fighter_b_kd_02,fighter_a_sig_str_landed_02,fighter_a_sig_str_attempted_02,fighter_b_sig_str_landed_02,fighter_b_sig_str_attempted_02,fighter_a_sig_str_pct_02,fighter_b_sig_str_pct_02,fighter_a_total_str_landed_02,fighter_a_total_str_attempted_02,fighter_b_total_str_landed_02,fighter_b_total_str_attempted_02,fighter_a_td_landed_02,fighter_a_td_attempted_02,fighter_b_td_landed_02,fighter_b_td_attempted_02,fighter_a_td_pct_02,fighter_b_td_pct_02,fighter_a_sub_att_02,fighter_b_sub_att_02,fighter_a_rev_02,fighter_b_rev_02,fighter_a_ctrl_seconds_02,fighter_b_ctrl_seconds_02,fighter_a_kd_03,fighter_b_kd_03,fighter_a_sig_str_landed_03,fighter_a_sig_str_attempted_03,fighter_b_sig_str_landed_03,fighter_b_sig_str_attempted_03,fighter_a_sig_str_pct_03,fighter_b_sig_str_pct_03,fighter_a_total_str_landed_03,fighter_a_total_str_attempted_03,fighter_b_total_str_landed_03,fighter_b_total_str_attempted_03,fighter_a_td_landed_03,fighter_a_td_attempted_03,fighter_b_td_landed_03,fighter_b_td_attempted_03,fighter_a_td_pct_03,fighter_b_td_pct_03,fighter_a_sub_att_03,fighter_b_sub_att_03,fighter_a_rev_03,fighter_b_rev_03,fighter_a_ctrl_seconds_03,fighter_b_ctrl_seconds_03,fighter_a_kd_04,fighter_b_kd_04,fighter_a_sig_str_landed_04,fighter_a_sig_str_attempted_04,fighter_b_sig_str_landed_04,fighter_b_sig_str_attempted_04,fighter_a_sig_str_pct_04,fighter_b_sig_str_pct_04,fighter_a_total_str_landed_04,fighter_a_total_str_attempted_04,fighter_b_total_str_landed_04,fighter_b_total_str_attempted_04,fighter_a_td_landed_04,fighter_a_td_attempted_04,fighter_b_td_landed_04,fighter_b_td_attempted_04,fighter_a_td_pct_04,fighter_b_td_pct_04,fighter_a_sub_att_04,fighter_b_sub_att_04,fighter_a_rev_04,fighter_b_rev_04,fighter_a_ctrl_seconds_04,fighter_b_ctrl_seconds_04,fighter_a_head_landed,fighter_a_head_attempted,fighter_b_head_landed,fighter_b_head_attempted,fighter_a_body_landed,fighter_a_body_attempted,fighter_b_body_landed,fighter_b_body_attempted,fighter_a_leg_landed,fighter_a_leg_attempted,fighter_b_leg_landed,fighter_b_leg_attempted,fighter_a_distance_landed,fighter_a_distance_attempted,fighter_b_distance_landed,fighter_b_distance_attempted,fighter_a_clinch_landed,fighter_a_clinch_attempted,fighter_b_clinch_landed,fighter_b_clinch_attempted,fighter_a_ground_landed,fighter_a_ground_attempted,fighter_b_ground_landed,fighter_b_ground_attempted,fighter_a_head_landed_01,fighter_a_head_attempted_01,fighter_b_head_landed_01,fighter_b_head_attempted_01,fighter_a_body_landed_01,fighter_a_body_attempted_01,fighter_b_body_landed_01,fighter_b_body_attempted_01,fighter_a_leg_landed_01,fighter_a_leg_attempted_01,fighter_b_leg_landed_01,fighter_b_leg_attempted_01,fighter_a_distance_landed_01,fighter_a_distance_attempted_01,fighter_b_distance_landed_01,fighter_b_distance_attempted_01,fighter_a_clinch_landed_01,fighter_a_clinch_attempted_01,fighter_b_clinch_landed_01,fighter_b_clinch_attempted_01,fighter_a_ground_landed_01,fighter_a_ground_attempted_01,fighter_b_ground_landed_01,fighter_b_ground_attempted_01,fighter_a_head_landed_02,fighter_a_head_attempted_02,fighter_b_head_landed_02,fighter_b_head_attempted_02,fighter_a_body_landed_02,fighter_a_body_attempted_02,fighter_b_body_landed_02,fighter_b_body_attempted_02,fighter_a_leg_landed_02,fighter_a_leg_attempted_02,fighter_b_leg_landed_02,fighter_b_leg_attempted_02,fighter_a_distance_landed_02,fighter_a_distance_attempted_02,fighter_b_distance_landed_02,fighter_b_distance_attempted_02,fighter_a_clinch_landed_02,fighter_a_clinch_attempted_02,fighter_b_clinch_landed_02,fighter_b_clinch_attempted_02,fighter_a_ground_landed_02,fighter_a_ground_attempted_02,fighter_b_ground_landed_02,fighter_b_ground_attempted_02,fighter_a_head_landed_03,fighter_a_head_attempted_03,fighter_b_head_landed_03,fighter_b_head_attempted_03,fighter_a_body_landed_03,fighter_a_body_attempted_03,fighter_b_body_landed_03,fighter_b_body_attempted_03,fighter_a_leg_landed_03,fighter_a_leg_attempted_03,fighter_b_leg_landed_03,fighter_b_leg_attempted_03,fighter_a_distance_landed_03,fighter_a_distance_attempted_03,fighter_b_distance_landed_03,fighter_b_distance_attempted_03,fighter_a_clinch_landed_03,fighter_a_clinch_attempted_03,fighter_b_clinch_landed_03,fighter_b_clinch_attempted_03,fighter_a_ground_landed_03,fighter_a_ground_attempted_03,fighter_b_ground_landed_03,fighter_b_ground_attempted_03,fighter_a_head_landed_04,fighter_a_head_attempted_04,fighter_b_head_landed_04,fighter_b_head_attempted_04,fighter_a_body_landed_04,fighter_a_body_attempted_04,fighter_b_body_landed_04,fighter_b_body_attempted_04,fighter_a_leg_landed_04,fighter_a_leg_attempted_04,fighter_b_leg_landed_04,fighter_b_leg_attempted_04,fighter_a_distance_landed_04,fighter_a_distance_attempted_04,fighter_b_distance_landed_04,fighter_b_distance_attempted_04,fighter_a_clinch_landed_04,fighter_a_clinch_attempted_04,fighter_b_clinch_landed_04,fighter_b_clinch_attempted_04,fighter_a_ground_landed_04,fighter_a_ground_attempted_04,fighter_b_ground_landed_04,fighter_b_ground_attempted_04,fighter_a_kd_05,fighter_b_kd_05,fighter_a_sig_str_landed_05,fighter_a_sig_str_attempted_05,fighter_b_sig_str_landed_05,fighter_b_sig_str_attempted_05,fighter_a_sig_str_pct_05,fighter_b_sig_str_pct_05,fighter_a_total_str_landed_05,fighter_a_total_str_attempted_05,fighter_b_total_str_landed_05,fighter_b_total_str_attempted_05,fighter_a_td_landed_05,fighter_a_td_attempted_05,fighter_b_td_landed_05,fighter_b_td_attempted_05,fighter_a_td_pct_05,fighter_b_td_pct_05,fighter_a_sub_att_05,fighter_b_sub_att_05,fighter_a_rev_05,fighter_b_rev_05,fighter_a_ctrl_seconds_05,fighter_b_ctrl_seconds_05,fighter_a_head_landed_05,fighter_a_head_attempted_05,fighter_b_head_landed_05,fighter_b_head_attempted_05,fighter_a_body_landed_05,fighter_a_body_attempted_05,fighter_b_body_landed_05,fighter_b_body_attempted_05,fighter_a_leg_landed_05,fighter_a_leg_attempted_05,fighter_b_leg_landed_05,fighter_b_leg_attempted_05,fighter_a_distance_landed_05,fighter_a_distance_attempted_05,fighter_b_distance_landed_05,fighter_b_distance_attempted_05,fighter_a_clinch_landed_05,fighter_a_clinch_attempted_05,fighter_b_clinch_landed_05,fighter_b_clinch_attempted_05,fighter_a_ground_landed_05,fighter_a_ground_attempted_05,fighter_b_ground_landed_05,fighter_b_ground_attempted_05,fighter_a_Bantamweight_rank,fighter_b_Bantamweight_rank,fighter_a_Featherweight_rank,fighter_b_Featherweight_rank,fighter_a_Flyweight_rank,fighter_b_Flyweight_rank,fighter_a_Heavyweight_rank,fighter_b_Heavyweight_rank,fighter_a_Light_Heavyweight_rank,fighter_b_Light_Heavyweight_rank,fighter_a_Lightweight_rank,fighter_b_Lightweight_rank,fighter_a_Mens_Pound_for_Pound_rank,fighter_b_Mens_Pound_for_Pound_rank,fighter_a_Middleweight_rank,fighter_b_Middleweight_rank,fighter_a_Pound_for_Pound_rank,fighter_b_Pound_for_Pound_rank,fighter_a_Welterweight_rank,fighter_b_Welterweight_rank,fighter_a_Womens_Bantamweight_rank,fighter_b_Womens_Bantamweight_rank,fighter_a_Womens_Featherweight_rank,fighter_b_Womens_Featherweight_rank,fighter_a_Womens_Flyweight_rank,fighter_b_Womens_Flyweight_rank,fighter_a_Womens_Pound_for_Pound_rank,fighter_b_Womens_Pound_for_Pound_rank,fighter_a_Womens_Strawweight_rank,fighter_b_Womens_Strawweight_rank,fighter_a_fight_weight_rank,fighter_b_fight_weight_rank,better_ranked_fighter,fighter_a_other_rankings,fighter_b_other_rankings,fighter_a_best_other_rank,fighter_b_best_other_rank
31,Da'Mon Blackshear,Davey Grant,17-8-1,70.0,135,72.0,Switch,12/08/1994,17-7-0,68.0,135,69.0,Orthodox,18/12/1985,2025-07-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Bantamweight,Decision - Unanimous,3,5:00,3,b,0,0,66,130,33,74,50.0,44.0,66,133,36,78,0,0,1,5,0.0,20.0,0,1,0,0,19,232,0,0,3,5,2,4,60.0,50.0,3,8,4,7,0,0,1,1,0.0,100.0,0,1,0,0,19,232,0.0,0.0,29.0,57.0,17.0,33.0,50.0,51.0,29.0,57.0,18.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,68.0,14.0,37.0,50.0,37.0,34.0,68.0,14.0,37.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,17,67,12,45,27,39,7,13,22,24,14,16,65,128,31,72,1,1,1,1,0,1,1,1,0,1,2,4,0,0,0,0,3,4,0,0,3,4,1,3,0,0,0,0,0,1,1,1,9.0,31.0,6.0,17.0,13.0,19.0,5.0,9.0,7.0,7.0,6.0,7.0,29.0,57.0,17.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,35.0,4.0,24.0,14.0,20.0,2.0,4.0,12.0,13.0,8.0,9.0,33.0,67.0,13.0,36.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,fighter_b,0,0,16,16
32,Amanda Ribas,Tabatha Ricci,13-7-0,64.0,115,66.0,Orthodox,26/08/1993,12-3-0,61.0,115,61.0,Orthodox,21/02/1995,2025-07-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Women's Strawweight,KO/TKO,2,2:59,3,b,0,0,30,72,34,76,41.0,44.0,77,122,82,140,1,3,1,4,33.0,25.0,0,0,0,0,18,251,0,0,22,47,14,42,46.0,33.0,55,83,48,86,1,3,0,2,33.0,0.0,0,0,0,0,18,159,0.0,0.0,8.0,25.0,20.0,34.0,32.0,58.0,22.0,39.0,34.0,54.0,0.0,0.0,1.0,2.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,57,23,60,5,6,6,10,7,9,5,6,29,68,20,61,1,4,4,5,0,0,10,10,13,37,8,33,5,5,3,6,4,5,3,3,22,47,14,42,0,0,0,0,0,0,0,0,5.0,20.0,15.0,27.0,0.0,1.0,3.0,4.0,3.0,4.0,2.0,3.0,7.0,21.0,6.0,19.0,1.0,4.0,4.0,5.0,0.0,0.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,10,16,16,16,7,10,7,10,fighter_a,1,0,10,16
33,Billy Elekana,Ibo Aslan,8-2-0,75.0,205,77.0,Southpaw,28/05/1995,14-3-0,75.0,205,77.0,Orthodox,23/04/1996,2025-07-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Light,Decision - Unanimous,3,5:00,3,a,0,0,28,78,35,68,35.0,51.0,29,80,35,68,0,0,0,3,0.0,0.0,0,0,0,0,0,0,0,0,8,19,10,16,42.0,62.0,8,19,10,16,0,0,0,1,0.0,0.0,0,0,0,0,0,0,0.0,0.0,8.0,23.0,10.0,21.0,34.0,47.0,9.0,25.0,10.0,21.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,36.0,15.0,31.0,33.0,48.0,12.0,36.0,15.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,10,57,18,46,8,10,17,21,10,11,0,1,28,78,35,68,0,0,0,0,0,0,0,0,1,11,3,8,2,2,7,8,5,6,0,0,8,19,10,16,0,0,0,0,0,0,0,0,3.0,18.0,6.0,14.0,2.0,2.0,4.0,6.0,3.0,3.0,0.0,1.0,8.0,23.0,10.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,28.0,9.0,24.0,4.0,6.0,6.0,7.0,2.0,2.0,0.0,0.0,12.0,36.0,15.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,,,,0,0,16,16
34,Mohammad Yahya,Steven Nguyen,12-6-0,69.0,145,73.0,Switch,23/05/1994,10-2-0,71.0,145,73.0,Switch,19/05/1993,2025-07-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Featherweight,KO/TKO,2,5:00,3,b,0,6,57,151,92,174,37.0,52.0,60,154,108,194,0,4,0,0,0.0,0.0,0,0,0,0,5,163,0,5,33,86,59,112,38.0,52.0,33,86,65,120,0,1,0,0,0.0,0.0,0,0,0,0,3,53,0.0,1.0,24.0,65.0,33.0,62.0,36.0,53.0,27.0,68.0,43.0,74.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,126,76,156,14,21,4,4,2,4,12,14,57,151,50,111,0,0,7,7,0,0,35,56,22,69,47,98,9,13,2,2,2,4,10,12,33,86,35,70,0,0,4,4,0,0,20,38,19.0,57.0,29.0,58.0,5.0,8.0,2.0,2.0,0.0,0.0,2.0,2.0,24.0,65.0,15.0,41.0,0.0,0.0,3.0,3.0,0.0,0.0,15.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,fighter_b,0,0,16,16
35,Martin Buday,Marcus Buchecha,16-2-0,76.0,265,77.0,Orthodox,11/11/1991,5-2-0,74.0,255,77.0,Orthodox,08/01/1990,2025-07-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Heavyweight,Decision - Unanimous,3,5:00,3,a,0,0,41,86,24,60,47.0,40.0,92,150,80,140,0,0,1,11,0.0,9.0,0,0,2,1,171,305,0,0,19,44,19,42,43.0,45.0,38,66,21,46,0,0,0,6,0.0,0.0,0,0,0,0,43,32,0.0,0.0,9.0,12.0,3.0,8.0,75.0,37.0,23.0,30.0,45.0,62.0,0.0,0.0,1.0,1.0,0.0,100.0,0.0,0.0,1.0,0.0,50.0,181.0,0.0,0.0,13.0,30.0,2.0,10.0,43.0,20.0,31.0,54.0,14.0,32.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,78.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,30,74,14,46,5,5,10,14,6,7,0,0,36,74,16,50,4,6,6,8,1,6,2,2,14,38,10,31,4,4,9,11,1,2,0,0,15,38,13,34,4,5,6,8,0,1,0,0,4.0,7.0,2.0,6.0,1.0,1.0,1.0,2.0,4.0,4.0,0.0,0.0,8.0,10.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,12.0,29.0,2.0,9.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,13.0,26.0,2.0,10.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,13,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,13,16,fighter_a,0,0,16,16
36,Dustin Poirier,Max Holloway,30-10-0,69.0,155,72.0,Southpaw,19/01/1989,27-8-0,71.0,145,69.0,Orthodox,04/12/1991,2025-07-19,"New Orleans, Louisiana, USA",Lightweight,Decision - Unanimous,5,5:00,5,b,1,1,198,375,109,255,52.0,42.0,201,378,109,255,0,0,0,1,0.0,0.0,0,1,0,0,92,12,1,0,26,64,16,32,40.0,50.0,26,64,16,32,0,0,0,0,0.0,0.0,0,0,0,0,8,0,0.0,1.0,44.0,67.0,25.0,43.0,65.0,58.0,47.0,70.0,25.0,43.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,84.0,12.0,0.0,0.0,38.0,61.0,21.0,49.0,62.0,42.0,38.0,61.0,21.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,84.0,22.0,68.0,52.0,32.0,44.0,84.0,22.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103,253,94,235,64,80,6,10,31,42,9,10,182,351,102,243,0,1,3,6,16,23,4,6,9,39,12,28,11,16,1,1,6,9,3,3,23,57,16,32,0,0,0,0,3,7,0,0,31.0,52.0,21.0,36.0,11.0,12.0,3.0,5.0,2.0,3.0,1.0,2.0,31.0,51.0,19.0,34.0,0.0,0.0,2.0,3.0,13.0,16.0,4.0,6.0,18.0,36.0,15.0,41.0,9.0,12.0,2.0,4.0,11.0,13.0,4.0,4.0,38.0,61.0,21.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,57.0,21.0,67.0,15.0,18.0,0.0,0.0,6.0,9.0,1.0,1.0,44.0,84.0,22.0,67.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,99.0,25.0,63.0,46.0,39.0,46.0,99.0,25.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,69.0,25.0,63.0,18.0,22.0,0.0,0.0,6.0,8.0,0.0,0.0,46.0,98.0,24.0,61.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,16,16,15,1,16,16,16,16,16,16,6,5,13,11,16,16,14,13,16,16,16,16,16,16,16,16,16,16,16,16,6,5,fighter_b,3,3,13,1
37,Roman Kopylov,Paulo Costa,14-4-0,72.0,185,75.0,Southpaw,04/05/1991,15-4-0,73.0,185,72.0,Orthodox,21/04/1991,2025-07-19,"New Orleans, Louisiana, USA",Middleweight,Decision - Unanimous,3,5:00,3,b,1,0,99,159,48,104,62.0,46.0,102,162,48,104,0,2,0,0,0.0,0.0,0,0,0,0,13,0,1,0,34,54,11,27,62.0,40.0,37,57,11,27,0,0,0,0,0.0,0.0,0,0,0,0,13,0,0.0,0.0,32.0,57.0,16.0,32.0,56.0,50.0,32.0,57.0,16.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,48.0,21.0,45.0,68.0,46.0,33.0,48.0,21.0,45.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,34,89,29,79,41,46,14,20,24,24,5,5,87,141,48,104,3,3,0,0,9,15,0,0,13,33,5,18,7,7,3,6,14,14,3,3,25,39,11,27,0,0,0,0,9,15,0,0,10.0,31.0,9.0,22.0,18.0,22.0,5.0,8.0,4.0,4.0,2.0,2.0,31.0,56.0,16.0,32.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,25.0,15.0,39.0,16.0,17.0,6.0,6.0,6.0,6.0,0.0,0.0,31.0,46.0,21.0,45.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,13,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,13,fighter_b,0,0,16,16
38,Daniel Rodriguez,Kevin Holland,20-5-0,73.0,170,74.0,Southpaw,31/12/1986,28-14-0,75.0,170,81.0,Orthodox,05/11/1992,2025-07-19,"New Orleans, Louisiana, USA",Welterweight,Decision - Unanimous,3,5:00,3,a,1,2,82,173,77,149,47.0,51.0,111,207,111,189,1,4,0,1,25.0,0.0,0,0,0,0,127,214,0,0,40,83,29,60,48.0,48.0,40,83,32,63,0,1,0,0,0.0,0.0,0,0,0,0,12,0,0.0,2.0,12.0,28.0,31.0,55.0,42.0,56.0,34.0,51.0,44.0,73.0,1.0,3.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,65.0,100.0,1.0,0.0,30.0,62.0,17.0,34.0,48.0,50.0,37.0,73.0,35.0,53.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,114.0,,,,,,,,,,,,,,,,,,,,,,,,,53,126,49,106,13,22,13,26,16,25,15,17,60,137,54,107,17,27,6,7,5,9,17,35,20,50,12,30,6,12,8,19,14,21,9,11,39,81,28,59,1,2,1,1,0,0,0,0,8.0,21.0,27.0,51.0,3.0,4.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,21.0,12.0,22.0,4.0,6.0,5.0,6.0,1.0,1.0,14.0,27.0,25.0,55.0,10.0,25.0,4.0,6.0,4.0,6.0,1.0,1.0,3.0,3.0,14.0,35.0,14.0,26.0,12.0,19.0,0.0,0.0,4.0,8.0,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,16,15,13,16,16,16,16,16,16,16,16,16,16,15,13,fighter_b,0,1,16,14
39,Dan Ige,Patricio Freire,19-10-0,67.0,145,71.0,Orthodox,06/08/1991,37-8-0,66.0,145,67.0,Orthodox,07/07/1987,2025-07-19,"New Orleans, Louisiana, USA",Featherweight,Decision - Unanimous,3,5:00,3,b,0,0,47,124,55,97,37.0,56.0,59,145,71,114,0,0,5,9,0.0,55.0,0,0,0,0,8,164,0,0,6,28,7,13,21.0,53.0,10,32,7,13,0,0,2,3,0.0,66.0,0,0,0,0,0,63,0.0,0.0,19.0,51.0,37.0,58.0,37.0,63.0,19.0,51.0,47.0,68.0,0.0,0.0,1.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,22.0,45.0,11.0,26.0,48.0,42.0,30.0,62.0,17.0,33.0,0.0,0.0,2.0,5.0,0.0,40.0,0.0,0.0,0.0,0.0,8.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,24,93,42,82,15,23,9,10,8,8,4,5,38,109,42,82,3,5,9,11,6,10,4,4,1,21,2,8,2,4,2,2,3,3,3,3,6,27,7,13,0,1,0,0,0,0,0,0,10.0,38.0,30.0,50.0,6.0,10.0,6.0,6.0,3.0,3.0,1.0,2.0,17.0,48.0,25.0,45.0,2.0,3.0,8.0,9.0,0.0,0.0,4.0,4.0,13.0,34.0,10.0,24.0,7.0,9.0,1.0,2.0,2.0,2.0,0.0,0.0,15.0,34.0,10.0,24.0,1.0,1.0,1.0,2.0,6.0,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,11,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,11,16,fighter_a,0,0,16,16
40,Michael Johnson,Daniel Zellhuber,25-19-0,70.0,155,73.0,Southpaw,04/06/1986,15-3-0,73.0,155,77.0,Switch,07/07/1999,2025-07-19,"New Orleans, Louisiana, USA",Lightweight,Decision - Unanimous,3,5:00,3,a,1,0,80,195,52,182,41.0,28.0,81,196,52,182,0,1,0,0,0.0,0.0,0,0,0,0,22,8,0,0,24,56,12,46,42.0,26.0,24,56,12,46,0,0,0,0,0.0,0.0,0,0,0,0,6,0,1.0,0.0,30.0,77.0,17.0,66.0,38.0,25.0,31.0,78.0,17.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,26.0,62.0,23.0,70.0,41.0,32.0,26.0,62.0,23.0,70.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,27,100,19,125,42,81,27,48,11,14,6,9,77,189,50,180,0,0,1,1,3,6,1,1,4,22,2,23,15,28,7,17,5,6,3,6,24,55,12,46,0,0,0,0,0,1,0,0,14.0,47.0,7.0,51.0,10.0,23.0,9.0,14.0,6.0,7.0,1.0,1.0,27.0,72.0,16.0,65.0,0.0,0.0,1.0,1.0,3.0,5.0,0.0,0.0,9.0,31.0,10.0,51.0,17.0,30.0,11.0,17.0,0.0,1.0,2.0,2.0,26.0,62.0,22.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,10,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,10,16,fighter_a,0,0,16,16
